Extract Name	Protocol Ref	Assay Name	Protocol Ref	Data Transformation Name
TgCatBr56 (DNA extract)	RFLP assay	TgCatBr56 (RFLP assay)	data transformation	TgCatBr56 (RFLPGenotype)
TgCatBr61 (DNA extract)	RFLP assay	TgCatBr61 (RFLP assay)	data transformation	TgCatBr61 (RFLPGenotype)
TgCatBr68 (DNA extract)	RFLP assay	TgCatBr68 (RFLP assay)	data transformation	TgCatBr68 (RFLPGenotype)
TgCatBr77 (DNA extract)	RFLP assay	TgCatBr77 (RFLP assay)	data transformation	TgCatBr77 (RFLPGenotype)
TgCatBr78 (DNA extract)	RFLP assay	TgCatBr78 (RFLP assay)	data transformation	TgCatBr78 (RFLPGenotype)
TgCatBr1 (DNA extract)	RFLP assay	TgCatBr1 (RFLP assay)	data transformation	TgCatBr1 (RFLPGenotype)
TgCatBr7 (DNA extract)	RFLP assay	TgCatBr7 (RFLP assay)	data transformation	TgCatBr7 (RFLPGenotype)
TgCatStK7 (DNA extract)	RFLP assay	TgCatStK7 (RFLP assay)	data transformation	TgCatStK7 (RFLPGenotype)
TgCatBr15 (DNA extract)	RFLP assay	TgCatBr15 (RFLP assay)	data transformation	TgCatBr15 (RFLPGenotype)
TgCtCo14 (DNA extract)	RFLP assay	TgCtCo14 (RFLP assay)	data transformation	TgCtCo14 (RFLPGenotype)
TgCtCo12 (DNA extract)	RFLP assay	TgCtCo12 (RFLP assay)	data transformation	TgCtCo12 (RFLPGenotype)
TgCtCo13 (DNA extract)	RFLP assay	TgCtCo13 (RFLP assay)	data transformation	TgCtCo13 (RFLPGenotype)
TgCatBr5 (DNA extract)	RFLP assay	TgCatBr5 (RFLP assay)	data transformation	TgCatBr5 (RFLPGenotype)
TgCatBr11 (DNA extract)	RFLP assay	TgCatBr11 (RFLP assay)	data transformation	TgCatBr11 (RFLPGenotype)
TgCatBr16 (DNA extract)	RFLP assay	TgCatBr16 (RFLP assay)	data transformation	TgCatBr16 (RFLPGenotype)
TgCatBr84 (DNA extract)	RFLP assay	TgCatBr84 (RFLP assay)	data transformation	TgCatBr84 (RFLPGenotype)
TgCatBr10 (DNA extract)	RFLP assay	TgCatBr10 (RFLP assay)	data transformation	TgCatBr10 (RFLPGenotype)
TgCatBr22 (DNA extract)	RFLP assay	TgCatBr22 (RFLP assay)	data transformation	TgCatBr22 (RFLPGenotype)
TgCatBr23 (DNA extract)	RFLP assay	TgCatBr23 (RFLP assay)	data transformation	TgCatBr23 (RFLPGenotype)
TgCatBr28 (DNA extract)	RFLP assay	TgCatBr28 (RFLP assay)	data transformation	TgCatBr28 (RFLPGenotype)
TgCatBr31 (DNA extract)	RFLP assay	TgCatBr31 (RFLP assay)	data transformation	TgCatBr31 (RFLPGenotype)
TgCatBr32 (DNA extract)	RFLP assay	TgCatBr32 (RFLP assay)	data transformation	TgCatBr32 (RFLPGenotype)
TgCatBr37 (DNA extract)	RFLP assay	TgCatBr37 (RFLP assay)	data transformation	TgCatBr37 (RFLPGenotype)
TgCatBr65 (DNA extract)	RFLP assay	TgCatBr65 (RFLP assay)	data transformation	TgCatBr65 (RFLPGenotype)
TgCatBr66 (DNA extract)	RFLP assay	TgCatBr66 (RFLP assay)	data transformation	TgCatBr66 (RFLPGenotype)
TgCtCo1 (DNA extract)	RFLP assay	TgCtCo1 (RFLP assay)	data transformation	TgCtCo1 (RFLPGenotype)
TgCatBr44 (DNA extract)	RFLP assay	TgCatBr44 (RFLP assay)	data transformation	TgCatBr44 (RFLPGenotype)
TgCatBr48 (DNA extract)	RFLP assay	TgCatBr48 (RFLP assay)	data transformation	TgCatBr48 (RFLPGenotype)
TgCatBr69 (DNA extract)	RFLP assay	TgCatBr69 (RFLP assay)	data transformation	TgCatBr69 (RFLPGenotype)
TgCatBr70 (DNA extract)	RFLP assay	TgCatBr70 (RFLP assay)	data transformation	TgCatBr70 (RFLPGenotype)
TgCtCo4 (DNA extract)	RFLP assay	TgCtCo4 (RFLP assay)	data transformation	TgCtCo4 (RFLPGenotype)
TgCtCo10 (DNA extract)	RFLP assay	TgCtCo10 (RFLP assay)	data transformation	TgCtCo10 (RFLPGenotype)
TgCtCo11 (DNA extract)	RFLP assay	TgCtCo11 (RFLP assay)	data transformation	TgCtCo11 (RFLPGenotype)
TgCtCo5x (DNA extract)	RFLP assay	TgCtCo5x (RFLP assay)	data transformation	TgCtCo5x (RFLPGenotype)
TgCatBr9 (DNA extract)	RFLP assay	TgCatBr9 (RFLP assay)	data transformation	TgCatBr9 (RFLPGenotype)
TgCatBr19 (DNA extract)	RFLP assay	TgCatBr19 (RFLP assay)	data transformation	TgCatBr19 (RFLPGenotype)
TgCatBr25 (DNA extract)	RFLP assay	TgCatBr25 (RFLP assay)	data transformation	TgCatBr25 (RFLPGenotype)
TgCatPr5 (DNA extract)	RFLP assay	TgCatPr5 (RFLP assay)	data transformation	TgCatPr5 (RFLPGenotype)
TgCatPr7 (DNA extract)	RFLP assay	TgCatPr7 (RFLP assay)	data transformation	TgCatPr7 (RFLPGenotype)
TgCatPr11 (DNA extract)	RFLP assay	TgCatPr11 (RFLP assay)	data transformation	TgCatPr11 (RFLPGenotype)
TgCatBr79 (DNA extract)	RFLP assay	TgCatBr79 (RFLP assay)	data transformation	TgCatBr79 (RFLPGenotype)
TgCatBr80 (DNA extract)	RFLP assay	TgCatBr80 (RFLP assay)	data transformation	TgCatBr80 (RFLPGenotype)
TgCatBr45 (DNA extract)	RFLP assay	TgCatBr45 (RFLP assay)	data transformation	TgCatBr45 (RFLPGenotype)
TgCatBr46 (DNA extract)	RFLP assay	TgCatBr46 (RFLP assay)	data transformation	TgCatBr46 (RFLPGenotype)
TgCatBr83 (DNA extract)	RFLP assay	TgCatBr83 (RFLP assay)	data transformation	TgCatBr83 (RFLPGenotype)
TgCtCo5 (DNA extract)	RFLP assay	TgCtCo5 (RFLP assay)	data transformation	TgCtCo5 (RFLPGenotype)
TgCtCo6 (DNA extract)	RFLP assay	TgCtCo6 (RFLP assay)	data transformation	TgCtCo6 (RFLPGenotype)
TgCtCo3 (DNA extract)	RFLP assay	TgCtCo3 (RFLP assay)	data transformation	TgCtCo3 (RFLPGenotype)
TgCtCo9 (DNA extract)	RFLP assay	TgCtCo9 (RFLP assay)	data transformation	TgCtCo9 (RFLPGenotype)
TgCatBr82 (DNA extract)	RFLP assay	TgCatBr82 (RFLP assay)	data transformation	TgCatBr82 (RFLPGenotype)
TgCatBr76 (DNA extract)	RFLP assay	TgCatBr76 (RFLP assay)	data transformation	TgCatBr76 (RFLPGenotype)
TgCatMx1 (DNA extract)	RFLP assay	TgCatMx1 (RFLP assay)	data transformation	TgCatMx1 (RFLPGenotype)
TgCatBr26 (DNA extract)	RFLP assay	TgCatBr26 (RFLP assay)	data transformation	TgCatBr26 (RFLPGenotype)
TgCatBr72 (DNA extract)	RFLP assay	TgCatBr72 (RFLP assay)	data transformation	TgCatBr72 (RFLPGenotype)
TgCatBr50 (DNA extract)	RFLP assay	TgCatBr50 (RFLP assay)	data transformation	TgCatBr50 (RFLPGenotype)
TgCatBr40 (DNA extract)	RFLP assay	TgCatBr40 (RFLP assay)	data transformation	TgCatBr40 (RFLPGenotype)
TgCtCo15) (DNA extract)	RFLP assay	TgCtCo15) (RFLP assay)	data transformation	TgCtCo15) (RFLPGenotype)
TgCatBr34 (DNA extract)	RFLP assay	TgCatBr34 (RFLP assay)	data transformation	TgCatBr34 (RFLPGenotype)
TgCatBr57 (DNA extract)	RFLP assay	TgCatBr57 (RFLP assay)	data transformation	TgCatBr57 (RFLPGenotype)
TgCatBr64 (DNA extract)	RFLP assay	TgCatBr64 (RFLP assay)	data transformation	TgCatBr64 (RFLPGenotype)
TgCatPr6 (DNA extract)	RFLP assay	TgCatPr6 (RFLP assay)	data transformation	TgCatPr6 (RFLPGenotype)
TgCatPr9 (DNA extract)	RFLP assay	TgCatPr9 (RFLP assay)	data transformation	TgCatPr9 (RFLPGenotype)
TgCatBr41 (DNA extract)	RFLP assay	TgCatBr41 (RFLP assay)	data transformation	TgCatBr41 (RFLPGenotype)
TgCatPr8 (DNA extract)	RFLP assay	TgCatPr8 (RFLP assay)	data transformation	TgCatPr8 (RFLPGenotype)
TgCatBr18 (DNA extract)	RFLP assay	TgCatBr18 (RFLP assay)	data transformation	TgCatBr18 (RFLPGenotype)
TgCatBr20 (DNA extract)	RFLP assay	TgCatBr20 (RFLP assay)	data transformation	TgCatBr20 (RFLPGenotype)
TgCatBr67 (DNA extract)	RFLP assay	TgCatBr67 (RFLP assay)	data transformation	TgCatBr67 (RFLPGenotype)
TgCatBr81 (DNA extract)	RFLP assay	TgCatBr81 (RFLP assay)	data transformation	TgCatBr81 (RFLPGenotype)
TgCatBr6-20 (DNA extract)	RFLP assay	TgCatBr6-20 (RFLP assay)	data transformation	TgCatBr6-20 (RFLPGenotype)
TgCtCo8 (DNA extract)	RFLP assay	TgCtCo8 (RFLP assay)	data transformation	TgCtCo8 (RFLPGenotype)
TgCatBr38 (DNA extract)	RFLP assay	TgCatBr38 (RFLP assay)	data transformation	TgCatBr38 (RFLPGenotype)
TgCatStK1 (DNA extract)	RFLP assay	TgCatStK1 (RFLP assay)	data transformation	TgCatStK1 (RFLPGenotype)
TgCatMx1b (DNA extract)	RFLP assay	TgCatMx1b (RFLP assay)	data transformation	TgCatMx1b (RFLPGenotype)
TgCkCh6 (DNA extract)	RFLP assay	TgCkCh6 (RFLP assay)	data transformation	TgCkCh6 (RFLPGenotype)
TgCkCh10 (DNA extract)	RFLP assay	TgCkCh10 (RFLP assay)	data transformation	TgCkCh10 (RFLPGenotype)
TgCkCh11 (DNA extract)	RFLP assay	TgCkCh11 (RFLP assay)	data transformation	TgCkCh11 (RFLPGenotype)
TgCkCh16 (DNA extract)	RFLP assay	TgCkCh16 (RFLP assay)	data transformation	TgCkCh16 (RFLPGenotype)
TgCkAr2 (DNA extract)	RFLP assay	TgCkAr2 (RFLP assay)	data transformation	TgCkAr2 (RFLPGenotype)
TgCkAr6 (DNA extract)	RFLP assay	TgCkAr6 (RFLP assay)	data transformation	TgCkAr6 (RFLPGenotype)
TgCkAr24 (DNA extract)	RFLP assay	TgCkAr24 (RFLP assay)	data transformation	TgCkAr24 (RFLPGenotype)
TgCkBr158 (DNA extract)	RFLP assay	TgCkBr158 (RFLP assay)	data transformation	TgCkBr158 (RFLPGenotype)
TgCkBr161 (DNA extract)	RFLP assay	TgCkBr161 (RFLP assay)	data transformation	TgCkBr161 (RFLPGenotype)
TgCkBr164 (DNA extract)	RFLP assay	TgCkBr164 (RFLP assay)	data transformation	TgCkBr164 (RFLPGenotype)
TgCkBr31 (DNA extract)	RFLP assay	TgCkBr31 (RFLP assay)	data transformation	TgCkBr31 (RFLPGenotype)
TgCkBr56 (DNA extract)	RFLP assay	TgCkBr56 (RFLP assay)	data transformation	TgCkBr56 (RFLPGenotype)
TgCkBr231 (DNA extract)	RFLP assay	TgCkBr231 (RFLP assay)	data transformation	TgCkBr231 (RFLPGenotype)
TgCkCh3 (DNA extract)	RFLP assay	TgCkCh3 (RFLP assay)	data transformation	TgCkCh3 (RFLPGenotype)
TgCkCh15 (DNA extract)	RFLP assay	TgCkCh15 (RFLP assay)	data transformation	TgCkCh15 (RFLPGenotype)
TgCkCh18 (DNA extract)	RFLP assay	TgCkCh18 (RFLP assay)	data transformation	TgCkCh18 (RFLPGenotype)
TgCkCh20 (DNA extract)	RFLP assay	TgCkCh20 (RFLP assay)	data transformation	TgCkCh20 (RFLPGenotype)
TgCkCr11 (DNA extract)	RFLP assay	TgCkCr11 (RFLP assay)	data transformation	TgCkCr11 (RFLPGenotype)
TgCkGr12 (DNA extract)	RFLP assay	TgCkGr12 (RFLP assay)	data transformation	TgCkGr12 (RFLPGenotype)
TgCkGr16 (DNA extract)	RFLP assay	TgCkGr16 (RFLP assay)	data transformation	TgCkGr16 (RFLPGenotype)
TgCkGr23 (DNA extract)	RFLP assay	TgCkGr23 (RFLP assay)	data transformation	TgCkGr23 (RFLPGenotype)
TgCkGr24 (DNA extract)	RFLP assay	TgCkGr24 (RFLP assay)	data transformation	TgCkGr24 (RFLPGenotype)
TgCkGr29 (DNA extract)	RFLP assay	TgCkGr29 (RFLP assay)	data transformation	TgCkGr29 (RFLPGenotype)
TgCkGy26 (DNA extract)	RFLP assay	TgCkGy26 (RFLP assay)	data transformation	TgCkGy26 (RFLPGenotype)
TgCkGy27 (DNA extract)	RFLP assay	TgCkGy27 (RFLP assay)	data transformation	TgCkGy27 (RFLPGenotype)
TgCkMx1 (DNA extract)	RFLP assay	TgCkMx1 (RFLP assay)	data transformation	TgCkMx1 (RFLPGenotype)
TgCkMxTgCkMx2 (DNA extract)	RFLP assay	TgCkMxTgCkMx2 (RFLP assay)	data transformation	TgCkMxTgCkMx2 (RFLPGenotype)
TgCkMxTgCkMx3 (DNA extract)	RFLP assay	TgCkMxTgCkMx3 (RFLP assay)	data transformation	TgCkMxTgCkMx3 (RFLPGenotype)
TgCkMxTgCkMx4 (DNA extract)	RFLP assay	TgCkMxTgCkMx4 (RFLP assay)	data transformation	TgCkMxTgCkMx4 (RFLPGenotype)
TgCkNi3 (DNA extract)	RFLP assay	TgCkNi3 (RFLP assay)	data transformation	TgCkNi3 (RFLPGenotype)
TgCkNi8 (DNA extract)	RFLP assay	TgCkNi8 (RFLP assay)	data transformation	TgCkNi8 (RFLPGenotype)
TgCkNi13 (DNA extract)	RFLP assay	TgCkNi13 (RFLP assay)	data transformation	TgCkNi13 (RFLPGenotype)
TgCkNi44 (DNA extract)	RFLP assay	TgCkNi44 (RFLP assay)	data transformation	TgCkNi44 (RFLPGenotype)
TgCkNi48 (DNA extract)	RFLP assay	TgCkNi48 (RFLP assay)	data transformation	TgCkNi48 (RFLPGenotype)
TgCkNi2x (DNA extract)	RFLP assay	TgCkNi2x (RFLP assay)	data transformation	TgCkNi2x (RFLPGenotype)
TgCkPe2 (DNA extract)	RFLP assay	TgCkPe2 (RFLP assay)	data transformation	TgCkPe2 (RFLPGenotype)
TgCkBr221 (DNA extract)	RFLP assay	TgCkBr221 (RFLP assay)	data transformation	TgCkBr221 (RFLPGenotype)
TgCkBr225 (DNA extract)	RFLP assay	TgCkBr225 (RFLP assay)	data transformation	TgCkBr225 (RFLPGenotype)
TgCkBr226 (DNA extract)	RFLP assay	TgCkBr226 (RFLP assay)	data transformation	TgCkBr226 (RFLPGenotype)
TgCkBr228 (DNA extract)	RFLP assay	TgCkBr228 (RFLP assay)	data transformation	TgCkBr228 (RFLPGenotype)
TgCkBr230 (DNA extract)	RFLP assay	TgCkBr230 (RFLP assay)	data transformation	TgCkBr230 (RFLPGenotype)
TgCkCh2 (DNA extract)	RFLP assay	TgCkCh2 (RFLP assay)	data transformation	TgCkCh2 (RFLPGenotype)
TgCkCh4 (DNA extract)	RFLP assay	TgCkCh4 (RFLP assay)	data transformation	TgCkCh4 (RFLPGenotype)
TgCkCh5 (DNA extract)	RFLP assay	TgCkCh5 (RFLP assay)	data transformation	TgCkCh5 (RFLPGenotype)
TgCkCh7 (DNA extract)	RFLP assay	TgCkCh7 (RFLP assay)	data transformation	TgCkCh7 (RFLPGenotype)
TgCkCh8 (DNA extract)	RFLP assay	TgCkCh8 (RFLP assay)	data transformation	TgCkCh8 (RFLPGenotype)
TgCkCh9 (DNA extract)	RFLP assay	TgCkCh9 (RFLP assay)	data transformation	TgCkCh9 (RFLPGenotype)
TgCkCh12 (DNA extract)	RFLP assay	TgCkCh12 (RFLP assay)	data transformation	TgCkCh12 (RFLPGenotype)
TgCkCh13 (DNA extract)	RFLP assay	TgCkCh13 (RFLP assay)	data transformation	TgCkCh13 (RFLPGenotype)
TgCkCh14 (DNA extract)	RFLP assay	TgCkCh14 (RFLP assay)	data transformation	TgCkCh14 (RFLPGenotype)
TgCkCh17 (DNA extract)	RFLP assay	TgCkCh17 (RFLP assay)	data transformation	TgCkCh17 (RFLPGenotype)
TgCkCh19 (DNA extract)	RFLP assay	TgCkCh19 (RFLP assay)	data transformation	TgCkCh19 (RFLPGenotype)
TgCkCh21 (DNA extract)	RFLP assay	TgCkCh21 (RFLP assay)	data transformation	TgCkCh21 (RFLPGenotype)
TgCkCh22 (DNA extract)	RFLP assay	TgCkCh22 (RFLP assay)	data transformation	TgCkCh22 (RFLPGenotype)
TgCkNi18 (DNA extract)	RFLP assay	TgCkNi18 (RFLP assay)	data transformation	TgCkNi18 (RFLPGenotype)
TgCkNi39 (DNA extract)	RFLP assay	TgCkNi39 (RFLP assay)	data transformation	TgCkNi39 (RFLPGenotype)
TgCkNi42 (DNA extract)	RFLP assay	TgCkNi42 (RFLP assay)	data transformation	TgCkNi42 (RFLPGenotype)
TgCkBr98 (DNA extract)	RFLP assay	TgCkBr98 (RFLP assay)	data transformation	TgCkBr98 (RFLPGenotype)
TgCkBr101 (DNA extract)	RFLP assay	TgCkBr101 (RFLP assay)	data transformation	TgCkBr101 (RFLPGenotype)
TgCkBr102 (DNA extract)	RFLP assay	TgCkBr102 (RFLP assay)	data transformation	TgCkBr102 (RFLPGenotype)
TgCkBr104 (DNA extract)	RFLP assay	TgCkBr104 (RFLP assay)	data transformation	TgCkBr104 (RFLPGenotype)
TgCkBr55 (DNA extract)	RFLP assay	TgCkBr55 (RFLP assay)	data transformation	TgCkBr55 (RFLPGenotype)
TgCkBr79 (DNA extract)	RFLP assay	TgCkBr79 (RFLP assay)	data transformation	TgCkBr79 (RFLPGenotype)
TgCkBr86 (DNA extract)	RFLP assay	TgCkBr86 (RFLP assay)	data transformation	TgCkBr86 (RFLPGenotype)
TgCkBr87 (DNA extract)	RFLP assay	TgCkBr87 (RFLP assay)	data transformation	TgCkBr87 (RFLPGenotype)
TgCkBr201 (DNA extract)	RFLP assay	TgCkBr201 (RFLP assay)	data transformation	TgCkBr201 (RFLPGenotype)
TgCkBr203 (DNA extract)	RFLP assay	TgCkBr203 (RFLP assay)	data transformation	TgCkBr203 (RFLPGenotype)
TgCkBr207 (DNA extract)	RFLP assay	TgCkBr207 (RFLP assay)	data transformation	TgCkBr207 (RFLPGenotype)
TgCkBr123 (DNA extract)	RFLP assay	TgCkBr123 (RFLP assay)	data transformation	TgCkBr123 (RFLPGenotype)
TgCkBr124 (DNA extract)	RFLP assay	TgCkBr124 (RFLP assay)	data transformation	TgCkBr124 (RFLPGenotype)
TgCkBr144 (DNA extract)	RFLP assay	TgCkBr144 (RFLP assay)	data transformation	TgCkBr144 (RFLPGenotype)
TgCkBr10 (DNA extract)	RFLP assay	TgCkBr10 (RFLP assay)	data transformation	TgCkBr10 (RFLPGenotype)
TgCkAr16 (DNA extract)	RFLP assay	TgCkAr16 (RFLP assay)	data transformation	TgCkAr16 (RFLPGenotype)
TgCkAr18 (DNA extract)	RFLP assay	TgCkAr18 (RFLP assay)	data transformation	TgCkAr18 (RFLPGenotype)
TgCkBr111 (DNA extract)	RFLP assay	TgCkBr111 (RFLP assay)	data transformation	TgCkBr111 (RFLPGenotype)
TgCkBr112 (DNA extract)	RFLP assay	TgCkBr112 (RFLP assay)	data transformation	TgCkBr112 (RFLPGenotype)
TgCkBr182 (DNA extract)	RFLP assay	TgCkBr182 (RFLP assay)	data transformation	TgCkBr182 (RFLPGenotype)
TgCkBr196 (DNA extract)	RFLP assay	TgCkBr196 (RFLP assay)	data transformation	TgCkBr196 (RFLPGenotype)
TgCkCr8 (DNA extract)	RFLP assay	TgCkCr8 (RFLP assay)	data transformation	TgCkCr8 (RFLPGenotype)
TgCkCr12 (DNA extract)	RFLP assay	TgCkCr12 (RFLP assay)	data transformation	TgCkCr12 (RFLPGenotype)
TgCkCr13 (DNA extract)	RFLP assay	TgCkCr13 (RFLP assay)	data transformation	TgCkCr13 (RFLPGenotype)
TgCkCr14 (DNA extract)	RFLP assay	TgCkCr14 (RFLP assay)	data transformation	TgCkCr14 (RFLPGenotype)
TgCkCr15 (DNA extract)	RFLP assay	TgCkCr15 (RFLP assay)	data transformation	TgCkCr15 (RFLPGenotype)
TgCkCr16 (DNA extract)	RFLP assay	TgCkCr16 (RFLP assay)	data transformation	TgCkCr16 (RFLPGenotype)
TgCkCr17 (DNA extract)	RFLP assay	TgCkCr17 (RFLP assay)	data transformation	TgCkCr17 (RFLPGenotype)
TgCkCr18 (DNA extract)	RFLP assay	TgCkCr18 (RFLP assay)	data transformation	TgCkCr18 (RFLPGenotype)
TgCkCr19 (DNA extract)	RFLP assay	TgCkCr19 (RFLP assay)	data transformation	TgCkCr19 (RFLPGenotype)
TgCkCr20 (DNA extract)	RFLP assay	TgCkCr20 (RFLP assay)	data transformation	TgCkCr20 (RFLPGenotype)
TgCkCr21 (DNA extract)	RFLP assay	TgCkCr21 (RFLP assay)	data transformation	TgCkCr21 (RFLPGenotype)
TgCkCr22 (DNA extract)	RFLP assay	TgCkCr22 (RFLP assay)	data transformation	TgCkCr22 (RFLPGenotype)
TgCkCr23 (DNA extract)	RFLP assay	TgCkCr23 (RFLP assay)	data transformation	TgCkCr23 (RFLPGenotype)
TgCkCr24 (DNA extract)	RFLP assay	TgCkCr24 (RFLP assay)	data transformation	TgCkCr24 (RFLPGenotype)
TgCkCr25 (DNA extract)	RFLP assay	TgCkCr25 (RFLP assay)	data transformation	TgCkCr25 (RFLPGenotype)
TgCkCr26 (DNA extract)	RFLP assay	TgCkCr26 (RFLP assay)	data transformation	TgCkCr26 (RFLPGenotype)
TgCkCr27 (DNA extract)	RFLP assay	TgCkCr27 (RFLP assay)	data transformation	TgCkCr27 (RFLPGenotype)
TgCkGa6 (DNA extract)	RFLP assay	TgCkGa6 (RFLP assay)	data transformation	TgCkGa6 (RFLPGenotype)
TgCkGy23 (DNA extract)	RFLP assay	TgCkGy23 (RFLP assay)	data transformation	TgCkGy23 (RFLPGenotype)
TgCkGy24 (DNA extract)	RFLP assay	TgCkGy24 (RFLP assay)	data transformation	TgCkGy24 (RFLPGenotype)
TgCkNi14 (DNA extract)	RFLP assay	TgCkNi14 (RFLP assay)	data transformation	TgCkNi14 (RFLPGenotype)
TgCkNi15 (DNA extract)	RFLP assay	TgCkNi15 (RFLP assay)	data transformation	TgCkNi15 (RFLPGenotype)
TgCkNi20 (DNA extract)	RFLP assay	TgCkNi20 (RFLP assay)	data transformation	TgCkNi20 (RFLPGenotype)
TgCkNi25 (DNA extract)	RFLP assay	TgCkNi25 (RFLP assay)	data transformation	TgCkNi25 (RFLPGenotype)
TgCkNi30 (DNA extract)	RFLP assay	TgCkNi30 (RFLP assay)	data transformation	TgCkNi30 (RFLPGenotype)
TgCkBr131 (DNA extract)	RFLP assay	TgCkBr131 (RFLP assay)	data transformation	TgCkBr131 (RFLPGenotype)
TgCkBr132 (DNA extract)	RFLP assay	TgCkBr132 (RFLP assay)	data transformation	TgCkBr132 (RFLPGenotype)
TgCkBr133 (DNA extract)	RFLP assay	TgCkBr133 (RFLP assay)	data transformation	TgCkBr133 (RFLPGenotype)
TgCkBr134 (DNA extract)	RFLP assay	TgCkBr134 (RFLP assay)	data transformation	TgCkBr134 (RFLPGenotype)
TgCkBr11 (DNA extract)	RFLP assay	TgCkBr11 (RFLP assay)	data transformation	TgCkBr11 (RFLPGenotype)
TgCkBr7 (DNA extract)	RFLP assay	TgCkBr7 (RFLP assay)	data transformation	TgCkBr7 (RFLPGenotype)
TgCkBr17 (DNA extract)	RFLP assay	TgCkBr17 (RFLP assay)	data transformation	TgCkBr17 (RFLPGenotype)
TgCkBr194 (DNA extract)	RFLP assay	TgCkBr194 (RFLP assay)	data transformation	TgCkBr194 (RFLPGenotype)
TgCkBr195 (DNA extract)	RFLP assay	TgCkBr195 (RFLP assay)	data transformation	TgCkBr195 (RFLPGenotype)
TgCkVe1 (DNA extract)	RFLP assay	TgCkVe1 (RFLP assay)	data transformation	TgCkVe1 (RFLPGenotype)
TgCkBr146 (DNA extract)	RFLP assay	TgCkBr146 (RFLP assay)	data transformation	TgCkBr146 (RFLPGenotype)
TgCkAr1 (DNA extract)	RFLP assay	TgCkAr1 (RFLP assay)	data transformation	TgCkAr1 (RFLPGenotype)
TgCkBr57 (DNA extract)	RFLP assay	TgCkBr57 (RFLP assay)	data transformation	TgCkBr57 (RFLPGenotype)
TgCkBr64 (DNA extract)	RFLP assay	TgCkBr64 (RFLP assay)	data transformation	TgCkBr64 (RFLPGenotype)
TgCkBr97 (DNA extract)	RFLP assay	TgCkBr97 (RFLP assay)	data transformation	TgCkBr97 (RFLPGenotype)
TgCkGy2 (DNA extract)	RFLP assay	TgCkGy2 (RFLP assay)	data transformation	TgCkGy2 (RFLPGenotype)
TgCkGy3 (DNA extract)	RFLP assay	TgCkGy3 (RFLP assay)	data transformation	TgCkGy3 (RFLPGenotype)
TgCkGy5 (DNA extract)	RFLP assay	TgCkGy5 (RFLP assay)	data transformation	TgCkGy5 (RFLPGenotype)
TgCkGy6 (DNA extract)	RFLP assay	TgCkGy6 (RFLP assay)	data transformation	TgCkGy6 (RFLPGenotype)
TgCkGy9 (DNA extract)	RFLP assay	TgCkGy9 (RFLP assay)	data transformation	TgCkGy9 (RFLPGenotype)
TgCkGy12 (DNA extract)	RFLP assay	TgCkGy12 (RFLP assay)	data transformation	TgCkGy12 (RFLPGenotype)
TgCkGy16 (DNA extract)	RFLP assay	TgCkGy16 (RFLP assay)	data transformation	TgCkGy16 (RFLPGenotype)
TgCkGy19 (DNA extract)	RFLP assay	TgCkGy19 (RFLP assay)	data transformation	TgCkGy19 (RFLPGenotype)
TgCkGy20 (DNA extract)	RFLP assay	TgCkGy20 (RFLP assay)	data transformation	TgCkGy20 (RFLPGenotype)
TgCkGy25 (DNA extract)	RFLP assay	TgCkGy25 (RFLP assay)	data transformation	TgCkGy25 (RFLPGenotype)
TgCkGy28 (DNA extract)	RFLP assay	TgCkGy28 (RFLP assay)	data transformation	TgCkGy28 (RFLPGenotype)
TgCkGy32 (DNA extract)	RFLP assay	TgCkGy32 (RFLP assay)	data transformation	TgCkGy32 (RFLPGenotype)
TgCkBr167 (DNA extract)	RFLP assay	TgCkBr167 (RFLP assay)	data transformation	TgCkBr167 (RFLPGenotype)
TgCkBr170 (DNA extract)	RFLP assay	TgCkBr170 (RFLP assay)	data transformation	TgCkBr170 (RFLPGenotype)
TgCkBr174 (DNA extract)	RFLP assay	TgCkBr174 (RFLP assay)	data transformation	TgCkBr174 (RFLPGenotype)
TgCkBr176 (DNA extract)	RFLP assay	TgCkBr176 (RFLP assay)	data transformation	TgCkBr176 (RFLPGenotype)
TgCkBr179 (DNA extract)	RFLP assay	TgCkBr179 (RFLP assay)	data transformation	TgCkBr179 (RFLPGenotype)
TgCkBr180 (DNA extract)	RFLP assay	TgCkBr180 (RFLP assay)	data transformation	TgCkBr180 (RFLPGenotype)
TgCkBr184 (DNA extract)	RFLP assay	TgCkBr184 (RFLP assay)	data transformation	TgCkBr184 (RFLPGenotype)
TgCkBr185 (DNA extract)	RFLP assay	TgCkBr185 (RFLP assay)	data transformation	TgCkBr185 (RFLPGenotype)
TgCkBr165 (DNA extract)	RFLP assay	TgCkBr165 (RFLP assay)	data transformation	TgCkBr165 (RFLPGenotype)
TgCkBr183 (DNA extract)	RFLP assay	TgCkBr183 (RFLP assay)	data transformation	TgCkBr183 (RFLPGenotype)
TgCkGr25 (DNA extract)	RFLP assay	TgCkGr25 (RFLP assay)	data transformation	TgCkGr25 (RFLPGenotype)
TgCkGr26 (DNA extract)	RFLP assay	TgCkGr26 (RFLP assay)	data transformation	TgCkGr26 (RFLPGenotype)
TgCkBr82 (DNA extract)	RFLP assay	TgCkBr82 (RFLP assay)	data transformation	TgCkBr82 (RFLPGenotype)
TgCkBr90 (DNA extract)	RFLP assay	TgCkBr90 (RFLP assay)	data transformation	TgCkBr90 (RFLPGenotype)
